Year,Indicators,Country,Subregion,Statistics
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,84.01249024199845
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,4.34999990463257
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,2.66000008583069
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,5.11
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,5.7
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,4.6
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,1.92999994754791
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,5.0
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,72.17
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,77.92
2019,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,77.8827667236328
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,9.72999954223633
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,17.0200004577637
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,84.88612836438924
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,3.59999990463257
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,2.20000004768372
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,4.45
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,4.95
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,4.01
2012,Gender pay gap in unadjusted form,Slovenia,Southern Europe,4.5
2013,Gender pay gap in unadjusted form,Slovenia,Southern Europe,6.3
2014,Gender pay gap in unadjusted form,Slovenia,Southern Europe,7.0
2015,Gender pay gap in unadjusted form,Slovenia,Southern Europe,8.2
2016,Gender pay gap in unadjusted form,Slovenia,Southern Europe,8.1
2017,Gender pay gap in unadjusted form,Slovenia,Southern Europe,8.4
2018,Gender pay gap in unadjusted form,Slovenia,Southern Europe,9.3
2019,Gender pay gap in unadjusted form,Slovenia,Southern Europe,7.9
2012,Gender employment gap,Slovenia,Southern Europe,7.2
2013,Gender employment gap,Slovenia,Southern Europe,8.2
2014,Gender employment gap,Slovenia,Southern Europe,8.0
2015,Gender employment gap,Slovenia,Southern Europe,8.6
2016,Gender employment gap,Slovenia,Southern Europe,6.6
2017,Gender employment gap,Slovenia,Southern Europe,7.2
2018,Gender employment gap,Slovenia,Southern Europe,7.3
2019,Gender employment gap,Slovenia,Southern Europe,6.8
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,3.38000011444092
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,6.69000005722046
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,68.36
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,80.09
2012,"School enrollment, tertiary (% gross)",Spain,Southern Europe,82.2703323364258
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,12.7200002670288
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,21.1200008392334
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Spain,Southern Europe,80.06664647076643
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Spain,Southern Europe,16.3299999237061
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Spain,Southern Europe,13.3699998855591
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Spain,Southern Europe,24.79
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Spain,Southern Europe,25.03
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Spain,Southern Europe,24.58
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,3.34999990463257
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,6.53999996185303
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,68.73
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,79.77
2013,"School enrollment, tertiary (% gross)",Spain,Southern Europe,83.7256393432617
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,13.0500001907349
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,21.8799991607666
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Spain,Southern Europe,80.81039755351681
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Spain,Southern Europe,17.5499992370605
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Spain,Southern Europe,14.3299999237061
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Spain,Southern Europe,26.09
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Spain,Southern Europe,26.67
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Spain,Southern Europe,25.6
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,3.47000002861023
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,6.3899998664856
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,68.8
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,79.56
2014,"School enrollment, tertiary (% gross)",Spain,Southern Europe,85.4462738037109
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,12.9499998092651
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,21.4599990844727
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Spain,Southern Europe,81.09399075500771
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Spain,Southern Europe,16.2999992370605
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Spain,Southern Europe,13.0900001525879
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Spain,Southern Europe,24.44
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Spain,Southern Europe,25.43
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Spain,Southern Europe,23.6
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,3.28999996185303
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,6.3600001335144
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,69.04
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,79.67
2015,"School enrollment, tertiary (% gross)",Spain,Southern Europe,85.6117782592773
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,12.8100004196167
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,20.9799995422363
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Spain,Southern Europe,81.2982998454405
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Spain,Southern Europe,14.9499998092651
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Spain,Southern Europe,11.25
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Spain,Southern Europe,22.06
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Spain,Southern Europe,23.55
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Spain,Southern Europe,20.78
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,3.39000010490417
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,6.26000022888184
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,69.29
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,79.43
2016,"School enrollment, tertiary (% gross)",Spain,Southern Europe,86.5160827636719
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,12.7200002670288
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,20.4500007629395
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Spain,Southern Europe,81.85069984447901
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Spain,Southern Europe,13.210000038147
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Spain,Southern Europe,9.96000003814697
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Spain,Southern Europe,19.64
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Spain,Southern Europe,21.39
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Spain,Southern Europe,18.12
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,3.36999988555908
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,6.53999996185303
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,69.02
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,79.25
2017,"School enrollment, tertiary (% gross)",Spain,Southern Europe,88.8530120849609
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,12.1599998474121
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,20.0599994659424
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Spain,Southern Europe,81.6619806310528
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Spain,Southern Europe,11.5200004577637
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Spain,Southern Europe,8.26000022888184
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Spain,Southern Europe,17.22
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Spain,Southern Europe,19.04
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Spain,Southern Europe,15.66
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Spain,Southern Europe,3.42000007629395
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Spain,Southern Europe,6.25
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Spain,Southern Europe,68.85
